name,description,brand,size_by_ml,six,type,old_price,price
velvet exotic leather,"velvet exotic leather by dolce & gabbana unisex perfume - eau de parfum, 150ml","dolce & gabbana unisex perfume - eau de parfum, 150ml",150,unisex,parfum,515.97,515.97
candy rose,"candy rose by montale for women - eau de parfum, 100 ml",montale ,100,women,parfum,243.98,243.98
ralph lauren polo blue,"ralph lauren polo blue for men- eau de pafum, 125ml",na,125,men,na,260.95,260.95
molecule 04,"molecule 04 by escentric molecules for unisex - eau de toilette, 100 ml",escentric molecules ,100,unisex,toilette,299.48,299.48
decadence,"decadence by marc jacobs for women - eau de parfum, 50 ml",marc jacobs ,50,women,parfum,218.93,218.93
narciso rodriguez eau de parfum perfume,"narciso rodriguez eau de parfum perfume for women , women",na,,women,parfum,400.94,400.94
dunhill london pure,"dunhill london pure by dunhill for men - eau de toilette, 75ml",dunhill ,75,men,toilette,86.65,86.65
lattafa  prestige malak luxury edition   ,"lattafa  prestige malak luxury edition    for ,unisex , 100 ml , eau de parfum",na,100,unisex,parfum,116.00 SAR,42.99
narciso rodriguez fleur musc,"narciso rodriguez fleur musc for , women , 100ml",na,100,women,na,299.00,299.00
in2u,"in2u by calvin klein for women - eau de toilette, 100 ml",calvin klein ,100,women,toilette,95.00,95.00
trussardi delicate rose,"trussardi delicate rose by trussardi for women -100ml, eau de toilette-",trussardi ,100,women,toilette,144.69,144.69
legacy,"legacy by cristiano ronaldo for men - eau de toilette, 100ml",cristiano ronaldo ,100,men,toilette,100.97,100.97
light blue,"light blue by dolce & gabbana for women - eau de toilette, 100ml",dolce & gabbana ,100,women,toilette,199.99,199.99
calvin klein deep euphoria,calvin klein deep euphoria for women 100ml - eau de toilette,na,100,women,toilette,387.00 SAR,159.48
turab al oud,"turab al oud for unisex - eau de parfum, 100 ml",na,100,unisex,parfum,120.00 SAR,69.94
gucci guilty eau pour homme,"gucci guilty eau pour homme by gucci for men - eau de toilette, 50ml",gucci ,50,men,toilette,161.66,161.66
1 million lucky,"1 million lucky by paco rabanne for men - eau de toilette, 100ml",paco rabanne ,100,men,toilette,265.57,265.57
mancera so blue,mancera so blue for unisex 120ml - eau de parfum,na,120,unisex,parfum,235.02,235.02
paris hilton paris hilton with love,paris hilton paris hilton with love for women 100ml - eau de parfum,na,100,women,parfum,88.48,88.48
karl lagerfeld edp 85ml,karl lagerfeld edp 85ml for women,na,85,women,na,314.00 SAR,133.49
boss bottled,"boss bottled by hugo boss for men - eau de toilette, 50ml",hugo boss ,50,men,toilette,127.42,127.42
the one,the one for women 100ml - eau de parfum,na,100,women,parfum,49.00,49.00
prada amber pour homme,prada amber pour homme by prada 100ml eau de toilette,prada 100ml eau de toilette,100,na,toilette,299.10,299.10
al rehab silver,al rehab silver for men 100ml - eau de parfum,na,100,men,parfum,47.95,47.95
nimitz eau de toilette perfume,nimitz eau de toilette perfume for men 100 ml,na,100,men,toilette,48.49,48.49
paris hilton tease,paris hilton tease for women 100ml - eau de parfum,na,100,women,parfum,75.99,75.99
gold fresh couture,"gold fresh couture by moschino for women - eau de parfum, 100ml",moschino ,100,women,parfum,168.27,168.27
oud sharqia,"oud sharqia for unisex - eau de parfum, 80ml",na,80,unisex,parfum,157.00 SAR,24.50
miroir des joyaux,"miroir des joyaux by mugler for unisex - eau de parfum , 50ml",mugler ,50,unisex,parfum,684.00 SAR,599.00
be seduced girl,be seduced girl by geparlys 3.4 oz eau de parfum spray for women,geparlys 3.4 oz eau de parfum spray ,,women,parfum,71.31,71.31
valentino valentino uomo edition feutre,valentino valentino uomo edition feutre for men 100 ml - eau de toilette,na,100,men,toilette,213.03,213.03
tommy,"tommy by tommy hilfiger for men - eau de toilette, 100 ml",tommy hilfiger ,100,men,toilette,788.00 SAR,103.50
jean antoine night de paris - eau de parfum- 100ml,jean antoine night de paris - eau de parfum- 100ml,na,100,na,parfum,146.00 SAR,108.89
fasio,"fasio by emper for women - eau de parfum, 100ml",emper ,100,women,parfum,73.50 SAR,40.00
dahlia noir l‚äôeau,"dahlia noir l‚äôeau by givenchy for women - eau de toilette, 90 ml",givenchy ,90,women,toilette,315.00 SAR,311.99
dahn oudh al shams,"dahn oudh al shams by ajmal for men and women - eau de parfum, 30ml",ajmal ,30,unisex,parfum,210.00,210.00
gemina flawless,gemina flawless by gemina b for men 85ml - eau de toilette,gemina b ,85,men,toilette,72.17,72.17
avon luck,avon luck for him edt,na,,na,na,126.00 SAR,85.00
blue seduction,"blue seduction by antonio banderas for women - eau de toilette, 100ml",antonio banderas ,100,women,toilette,119.93,119.93
lancome tresor,lancome tresor for women 100ml - eau de parfum,na,100,women,parfum,349.44,349.44
montblanc explorer,"montblanc explorer for men - eau de parfum, 100ml",na,100,men,parfum,349.00 SAR,178.96
l’autre oud,"l’autre oud by lancome for women - eau de parfum, 75ml",lancome ,75,women,parfum,411.70,411.70
acqua di parma colonia oud,acqua di parma colonia oud for men 100ml - eau de cologne,na,100,men,na,397.98,397.98
avon far away infinity eau de parfum,"avon far away infinity eau de parfum for women, 50ml",na,50,women,parfum,126.00 SAR,75.00
white linen,"white linen by estee lauder for women - eau de parfum, 60 ml",estee lauder ,60,women,parfum,156.44,156.44
dynamic intense,"dynamic intense for women - eau de parfum, 100ml",na,100,women,parfum,39.48,39.48
al fares,"al fares for men - eau de parfum, 100ml",na,100,men,parfum,120.00 SAR,74.73
tova,"tova by tova beverly hills for women - eau de parfum, 100ml",tova beverly hills ,100,women,parfum,68.99,68.99
narciso rodriguez eau de toilette,narciso rodriguez eau de toilette for women 90ml,na,90,women,toilette,229.00,229.00
other eau de parfum perfume,"other eau de parfum perfume for women , women",na,,women,parfum,36.86,36.86
jaguar performance,"jaguar performance for men - eau de toilette, 100 ml",na,100,men,toilette,92.90,92.90
aliage sport,"aliage sport by estee lauder for women - eau de parfum, 50ml",estee lauder ,50,women,parfum,249.85,249.85
bakhoor nida al layl,"bakhoor nida al layl by surrati - unisex, oud, 70g","surrati - unisex, oud, 70g",,unisex,na,34.95,34.95
trussardi uomo the red,trussardi uomo the red for men 100ml - eau de toilette,na,100,men,toilette,132.99,132.99
xs,"xs by paco rabanne for men - eau de toilette, 100 ml",paco rabanne ,100,men,toilette,138.98,138.98
roberto cavalli eau de parfum perfume,"roberto cavalli eau de parfum perfume for women , women",na,,women,parfum,167.35,167.35
valerie,"valerie for women - eau de parfum, 100ml",na,100,women,parfum,39.48,39.48
midnight fantasy,"midnight fantasy by britney spears for women -eau de parfum, 100 ml",britney spears ,100,women,parfum,98.38,98.38
hollywood royal,"hollywood royal by juicy couture for women - eau de toilette, 150ml",juicy couture ,150,women,toilette,346.00 SAR,219.48
burberry burberry summer,burberry burberry summer for men 100ml - eau de toilette,na,100,men,toilette,117.48,117.48
valentino donna rosa verde,"valentino donna rosa verde by valentino ,125 ml eau de toilette","valentino ,125 ml eau de toilette",125,na,toilette,246.63,246.63
johan.b paris addiction,"johan.b paris addiction for women -eau de parfum, 90 ml-",na,90,women,parfum,220.50 SAR,179.00
link perfume,"link perfume for men , 150 ml",na,150,men,na,159.00,159.00
la perla classic,la perla classic by la perla 80ml eau de parfum,la perla 80ml eau de parfum,80,na,parfum,336.00 SAR,73.97
rihanna reb'l fleur,rihanna reb'l fleur by rihanna w eau de parfum - 100 ml,rihanna w eau de parfum - 100 ml,100,na,parfum,123.98,123.98
burberry mr burberry,burberry mr burberry for men 150ml - eau de parfum,na,150,men,parfum,234.31,234.31
uomo salvatore ferragamo,"uomo salvatore ferragamo by salvatore ferragamo for men - eau de toilette, 100ml",salvatore ferragamo ,100,men,toilette,167.99,167.99
"mandarina duck black & red , eau de toilette, 100 ml","mandarina duck black & red , eau de toilette, 100 ml",na,100,na,toilette,305.00 SAR,91.49
velvet vetiver,"velvet vetiver by dolce & gabbana for men - eau de parfum, 150 ml",dolce & gabbana ,150,men,parfum,614.99,614.99
guerlain l'instant de guerlain,guerlain l'instant de guerlain for men 50ml - eau de parfum,na,50,men,parfum,84.87,84.87
thierry mugler alien oud majestueux eau de parfum,"thierry mugler alien oud majestueux eau de parfum for women, 90ml",na,90,women,parfum,295.85,295.85
eau du soir,"eau du soir by sisley for women - eau de parfum, 50ml",sisley ,50,women,parfum,309.98,309.98
sculpture pour homme,sculpture pour homme by nikos 100ml l authentic fragrances by pandora's box l,nikos 100ml l authentic fragrances ,100,na,na,189.00 SAR,51.98
black xs l'exces extreme,"black xs l'exces extreme by paco rabanne - eau de parfum for women, 80ml",paco rabanne - eau de parfum ,80,women,parfum,178.96,178.96
fendi l'acquarossa,"fendi l'acquarossa by fendi for women - eau de parfum, 50ml",fendi ,50,women,parfum,122.96,122.96
hayati 5 perfume for women,"hayati 5 perfume for women by arabian oud, 301020414","arabian oud, 301020414",,women,na,420.00 SAR,220.00
ungaro pour l'homme iii,"ungaro pour l'homme iii by emanuel ungaro for men - eau de toilette, 100 ml",emanuel ungaro ,100,men,toilette,87.77,87.77
miracle,"miracle by lancome for women - eau de parfum, 100ml",lancome ,100,women,parfum,266.99,266.99
french reve d'or classic perfume,french reve d'or classic perfume,na,,na,na,124.95 SAR,41.99
olympea aqua,"olympea aqua by paco rabanne for women - eau de toilette, 50ml",paco rabanne ,50,women,toilette,194.99,194.99
lattafa ana abiyedh,lattafa ana abiyedh for unisex 60ml - eau de parfum,na,60,unisex,parfum,44.60,44.60
la nuit de l'homme l'intense,"la nuit de l'homme l'intense by yves saint laurent for men - eau de parfum, 60 ml",yves saint laurent ,60,men,parfum,204.79,204.79
white linen estée lauder,white linen estée lauder for women 60ml -ap-,na,60,women,na,315.00 SAR,234.10
angel schlesser essential m,"angel schlesser essential m for men - eau de toilette, 100 ml",na,100,men,toilette,119.74,119.74
the body shop vanilla body mist,"the body shop vanilla body mist for unisex - perfume mist , 100ml",na,100,unisex,na,124.98,124.98
ashjan perfume,"ashjan perfume by lattafa for women , 100ml, eau de parfum",lattafa ,100,women,parfum,116.00 SAR,41.49
si rose signature,"si rose signature by giorgio armani for women - eau de parfum, 100 ml",giorgio armani ,100,women,parfum,380.00,380.00
jean paul gaultier classique eau de toilette,jean paul gaultier classique eau de toilette for women 100ml,na,100,women,toilette,311.72,311.72
armani,"armani by giorgio armani for men – eau de toilette, 100ml",giorgio armani ,100,men,toilette,367.00 SAR,252.45
alraheeb samarkand,"alraheeb samarkand for ,unisex , 100 ml , eau de parfum",na,100,unisex,parfum,95.00 SAR,47.48
"valentino valentina assoluto intense women eau de parfum, 50 ml","valentino valentina assoluto intense women eau de parfum, 50 ml",na,50,women,parfum,294.00 SAR,129.87
valentino valentina,"valentino valentina for women -eau de parfum, 80 ml-",na,80,women,parfum,259.32,259.32
musk al amira,"musk al amira by arabian oud for unisex , eau de parfum , 0.6ml",arabian oud ,6,unisex,parfum,180.00 SAR,179.99
blue aoud,"blue aoud by mancera for unisex - eau de parfum, 120 ml",mancera ,120,unisex,parfum,229.94,229.94
infinite pleasure just girl,infinite pleasure just girl,na,,na,na,51.94,51.94
s.t. dupont be exceptional,"s.t. dupont be exceptional for men eau de toilette, 100 ml",na,100,men,toilette,170.96,170.96
mancera indian dream eau de parfum,mancera indian dream eau de parfum for women 120ml,na,120,women,parfum,254.95,254.95
yadis,"yadis by arabian oud ,for men , 100 ml , 301020199","arabian oud ,",100,men,na,262.50 SAR,255.99
lailat al wesal,"lailat al wesal for women - eau de parfum, 100ml",na,100,women,parfum,120.00 SAR,60.00
lady million eau my gold,"lady million eau my gold by paco rabanne for women - eau de toilette, 80ml",paco rabanne ,80,women,toilette,188.74,188.74
mon paris,"mon paris by yves saint laurent for women - eau de parfum, 50 ml",yves saint laurent ,50,women,parfum,305.98,305.98
lacoste l.12.12 energized,"lacoste l.12.12 energized by for men, eau de toilette, 100 ml",,100,men,toilette,185.48,185.48
lady emblem,"lady emblem by mont blanc for women - eau de parfum, 50ml",mont blanc ,50,women,parfum,118.48,118.48
arabian oud only pink eau de parfum 100ml,arabian oud only pink eau de parfum 100ml,na,100,na,parfum,231.00 SAR,225.49
eau de lacoste l.12.12 pour lui magnetic,"eau de lacoste l.12.12 pour lui magnetic by lacoste for men - eau de toilette, 50ml",lacoste ,50,men,toilette,273.00 SAR,129.98
moody,"moody by arabian oud for unisex , eau de parfum , 75ml",arabian oud ,75,unisex,parfum,263.00 SAR,154.00
cartier pasha de cartier,"cartier pasha de cartier for men -eau de toilette, 100 ml-",na,100,men,toilette,169.79,169.79
legend,"legend by emper for men - eau de toilette, 100ml",emper ,100,men,toilette,126.00 SAR,54.95
glenn perri perfume,"glenn perri perfume for women , eau de parfum , 100ml",na,100,women,parfum,110.25 SAR,63.90
عطر أحلى كلمات وردي نسائي 100 مل,عطر أحلى كلمات وردي نسائي 100 مل,na,,na,na,43.00,43.00
lattafa  ser al khulood balck  ,"lattafa  ser al khulood balck   for ,men , 100 ml , eau de parfum",na,100,na,parfum,126.00 SAR,36.84
arba wardat,"arba wardat by rasasi for men & women - concentrated oil, 30ml",rasasi ,30,unisex,na,73.00,73.00
dolce and ghabbana pour homme edt 75ml,dolce and ghabbana pour homme edt 75ml,na,75,na,na,213.00,213.00
davidoff cool water sea rose caribbean summer edition eau de toilette 100 ml,davidoff cool water sea rose caribbean summer edition eau de toilette 100 ml,na,100,na,toilette,112.17,112.17
bvlgari eau de parfum perfume,"bvlgari eau de parfum perfume for men , men",na,,men,parfum,540.75 SAR,212.00
barez,barez for women 100ml - eau de parfum,na,100,women,parfum,120.00 SAR,65.48
franck olivier,"franck olivier by franck olivier for women - eau de parfum, 75ml",franck olivier ,75,women,parfum,73.89,73.89
cabotine gres perfume - a fragrance,cabotine gres perfume - a fragrance for women 100 ml,na,100,women,na,76.99,76.99
the body shop perfume british rose,the body shop perfume british rose for unisex 100ml - eau de toilette,na,100,unisex,toilette,197.99,197.99
ombre noire,"ombre noire by lalique for men - eau de parfum, 100ml",lalique ,100,men,parfum,166.89,166.89
guilty absolute eau de parfum 90ml,guilty absolute eau de parfum 90ml,na,90,na,parfum,344.94,344.94
donna,"donna by arabian oud for women , eau de parfum , 90ml",arabian oud ,90,women,parfum,420.00 SAR,170.00
sport,"sport by burberry for men - eau de toilette, 50ml",burberry ,50,men,toilette,136.99,136.99
lalique encre noire,lalique encre noire for men eau de toilette 100 ml,na,100,men,toilette,101.00,101.00
artisan,"artisan by john varvatos ,eau de toilette- 125ml","john varvatos ,eau de toilette- 125ml",125,na,toilette,153.97,153.97
miu miu l'eau bleue,"miu miu l'eau bleue by miu miu for women - eau de parfum, 100 ml",miu miu ,100,women,parfum,305.98,305.98
aramis,"aramis by amaris for men - eau de toilette, 110ml",amaris ,110,men,toilette,91.10,91.10
korloff eau de parfum perfume,"korloff eau de parfum perfume for women , women",na,,women,parfum,119.38,119.38
ch privee,"ch privee by carolina herrera for women - eau de parfum, 80ml",carolina herrera ,80,women,parfum,180.98,180.98
avon today tomorrow always forever eau de parfum spray,avon today tomorrow always forever eau de parfum spray,na,,na,parfum,137.00 SAR,95.00
